1  0.000000E+00  0.000000E+00  2.747253E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  5.521053E-02  2.195148E-01 
2  0.000000E+00  0.000000E+00  2.898280E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  2.162434E-01  7.358455E-02 
3  0.000000E+00  0.000000E+00  4.096396E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  4.044634E-01  5.176180E-03 
4  0.000000E+00  0.000000E+00  5.527928E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  5.446883E-01  8.104488E-03 
5  0.000000E+00  0.000000E+00  6.704856E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  6.270955E-01  4.339012E-02 
6  0.000000E+00  0.000000E+00  2.508613E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  2.508613E-01  0.000000E+00 
7  0.000000E+00  0.000000E+00  3.434997E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  3.434997E-01  0.000000E+00 
8  0.000000E+00  0.000000E+00  4.819146E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  4.819146E-01  0.000000E+00 
9  0.000000E+00  0.000000E+00  5.924044E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  5.924044E-01  0.000000E+00 
10  0.000000E+00  0.000000E+00  6.766803E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  6.766803E-01  0.000000E+00 
11  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 
12  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 
13  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 
