 Mh1       Mh2      Mhc      ld345        ld         Omega       protonSI     Br(H->h1h1)    Br(H->h2h2)   Br(H->h-h+)     Width_H      HB     HS      R      v_stab     LEP    S        T   
10.00   1000.1   1000.1   -1.000E-02   4.000E+00   1.035E+02    4.011E-09     9.770E-02      0.000E+00     0.000E+00     4.715E-03      1      1    -0.010      2        1    -0.022    0.000 
11.00   1000.1   1000.1   -1.000E-02   4.000E+00   9.909E+01    3.322E-09     9.746E-02      0.000E+00     0.000E+00     4.714E-03      1      1    -0.010      2        1    -0.022    0.000 
12.00   1000.1   1000.1   -1.000E-02   4.000E+00   9.587E+01    2.796E-09     9.719E-02      0.000E+00     0.000E+00     4.713E-03      1      1    -0.010      2        1    -0.022    0.000 
13.00   1000.1   1000.1   -1.000E-02   4.000E+00   9.337E+01    2.384E-09     9.690E-02      0.000E+00     0.000E+00     4.711E-03      1      1    -0.010      2        1    -0.022    0.000 
14.00   1000.1   1000.1   -1.000E-02   4.000E+00   9.129E+01    2.056E-09     9.658E-02      0.000E+00     0.000E+00     4.709E-03      1      1    -0.010      2        1    -0.022    0.000 
15.00   1000.1   1000.1   -1.000E-02   4.000E+00   8.946E+01    1.790E-09     9.624E-02      0.000E+00     0.000E+00     4.708E-03      1      1    -0.010      2        1    -0.022    0.000 
16.00   1000.1   1000.1   -1.000E-02   4.000E+00   8.777E+01    1.573E-09     9.587E-02      0.000E+00     0.000E+00     4.706E-03      1      1    -0.010      2        1    -0.022    0.000 
17.00   1000.1   1000.1   -1.000E-02   4.000E+00   8.616E+01    1.392E-09     9.548E-02      0.000E+00     0.000E+00     4.704E-03      1      1    -0.010      2        1    -0.022    0.000 
18.00   1000.1   1000.1   -1.000E-02   4.000E+00   8.457E+01    1.240E-09     9.506E-02      0.000E+00     0.000E+00     4.702E-03      1      1    -0.010      2        1    -0.022    0.000 
19.00   1000.1   1000.1   -1.000E-02   4.000E+00   8.298E+01    1.112E-09     9.461E-02      0.000E+00     0.000E+00     4.699E-03      1      1    -0.010      2        1    -0.022    0.000 
20.00   1000.1   1000.1   -1.000E-02   4.000E+00   8.136E+01    1.003E-09     9.414E-02      0.000E+00     0.000E+00     4.697E-03      1      1    -0.010      2        1    -0.022    0.000 
21.00   1000.1   1000.1   -1.000E-02   4.000E+00   7.969E+01    9.083E-10     9.364E-02      0.000E+00     0.000E+00     4.694E-03      1      1    -0.010      2        1    -0.022    0.000 
22.00   1000.1   1000.1   -1.000E-02   4.000E+00   7.802E+01    8.265E-10     9.311E-02      0.000E+00     0.000E+00     4.691E-03      1      1    -0.010      2        1    -0.022    0.000 
23.00   1000.1   1000.1   -1.000E-02   4.000E+00   7.624E+01    7.552E-10     9.255E-02      0.000E+00     0.000E+00     4.689E-03      1      1    -0.010      2        1    -0.022    0.000 
24.00   1000.1   1000.1   -1.000E-02   4.000E+00   7.438E+01    6.927E-10     9.197E-02      0.000E+00     0.000E+00     4.686E-03      1      1    -0.010      2        1    -0.022    0.000 
25.00   1000.1   1000.1   -1.000E-02   4.000E+00   7.246E+01    6.375E-10     9.135E-02      0.000E+00     0.000E+00     4.682E-03      1      1    -0.010      2        1    -0.022    0.000 
