 Mh1       Mh2      Mhc      ld345        ld         Omega       protonSI     Br(H->h1h1)    Br(H->h2h2)   Br(H->h-h+)     Width_H      HB     HS      R      v_stab     LEP    S        T   
100.00   101.00   101.00   1.000E-02   8.000E+00   4.966E-03    5.135E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.000    0.000 
101.00   102.00   102.00   1.000E-02   8.000E+00   5.011E-03    5.031E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    0.000    0.000 
102.00   103.00   103.00   1.000E-02   8.000E+00   5.059E-03    4.930E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.000    0.000 
103.00   104.00   104.00   1.000E-02   8.000E+00   5.108E-03    4.833E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    0.000    0.000 
104.00   105.00   105.00   1.000E-02   8.000E+00   5.158E-03    4.738E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.000    0.000 
105.00   106.00   106.00   1.000E-02   8.000E+00   5.213E-03    4.646E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.000    0.000 
106.00   107.00   107.00   1.000E-02   8.000E+00   5.271E-03    4.557E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.000    0.000 
107.00   108.00   108.00   1.000E-02   8.000E+00   5.331E-03    4.470E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.000    0.000 
108.00   109.00   109.00   1.000E-02   8.000E+00   5.395E-03    4.385E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.000    0.000 
109.00   110.00   110.00   1.000E-02   8.000E+00   5.462E-03    4.303E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    0.000    0.000 
110.00   111.00   111.00   1.000E-02   8.000E+00   5.526E-03    4.224E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    0.000    0.000 
111.00   112.00   112.00   1.000E-02   8.000E+00   5.589E-03    4.146E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.000    0.000 
